PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_
SIXTELEKURS;MA0000040263;23/12/2022;2068.15;
SIXTELEKURS;MA0000030553;23/12/2022;5205.98;
SDG;MA0000036659;06/09/2022;1456.64;1456.64
SDG;MA0000040271;06/09/2022;191797;191797
SDG;MA0000040180;06/09/2022;189.49;189.49
SDG;MA0000040339;06/09/2022;221.14;221.14
SDG;MA0000036063;06/09/2022;628.18;628.18
SIXTELEKURS;MA0000040388;25/11/2022;168.29;
SIXTELEKURS;MA0000036048;12/08/2022;210.01;
SIXTELEKURS;MA0000036063;12/08/2022;633.71;
SIXTELEKURS;MA0000040180;29/09/2022;189.36;
SIXTELEKURS;MA0000040271;29/09/2022;191938.51;
SIXTELEKURS;MA0000040339;29/09/2022;221.34;
SIXTELEKURS;MA0000040388;29/09/2022;170.3;
SIXTELEKURS;MA0000036659;16/08/2022;1455.54;
SDG;MA0000030645;02/09/2022;84.9;84.9
SDG;MA0000041477;02/09/2022;920.31;920.31
SIXTELEKURS;MA0000040271;15/12/2022;192408.93;
SDG;MA0000036659;09/09/2022;1456.79;1456.79
SDG;MA0000030645;09/09/2022;85.33;85.33
SDG;MA0000040388;09/09/2022;173.82;173.82
SDG;MA0000041477;09/09/2022;922.96;922.96
SDG;MA0000040339;09/09/2022;221.16;221.16
SDG;MA0000030520;09/09/2022;567.3;567.3
SDG;MA0000040271;09/09/2022;191799.5;191799.5
SDG;MA0000040156;09/09/2022;937.81;937.81
SDG;MA0000040180;09/09/2022;189.4;189.4
SDG;MA0000036063;09/09/2022;631.12;631.12
SIXTELEKURS;MA0000040180;18/10/2022;189.49;
SIXTELEKURS;MA0000036659;12/08/2022;1455.31;
SIXTELEKURS;MA0000040180;28/12/2022;189.24;
SIXTELEKURS;MA0000036063;04/01/2023;544.39;
SIXTELEKURS;MA0000036659;04/01/2023;1464.61;
SIXTELEKURS;MA0000040339;04/01/2023;222.25;
SIXTELEKURS;MA0000036048;04/01/2023;209.2;
SIXTELEKURS;MA0000030553;04/01/2023;5202.79;
SIXTELEKURS;MA0000040180;15/12/2022;189.22;
SIXTELEKURS;MA0000040180;05/12/2022;189.1;
SDG;MA0000036063;07/10/2022;607.77;607.77
SDG;MA0000040156;07/10/2022;904.91;904.91
SDG;MA0000041477;07/10/2022;890.64;890.64
SDG;MA0000040271;07/10/2022;191843.12;191843.12
SDG;MA0000040388;07/10/2022;169.04;169.04
SDG;MA0000030645;07/10/2022;82.05;82.05
SDG;MA0000040339;07/10/2022;221.39;221.39
SIXTELEKURS;MA0000040271;04/01/2023;192307.76;
SIXTELEKURS;MA0000040180;04/01/2023;188.24;
SIXTELEKURS;MA0000036063;28/10/2022;565.25;
SIXTELEKURS;MA0000040156;28/10/2022;850.96;
SIXTELEKURS;MA0000030520;28/10/2022;538.84;
SIXTELEKURS;MA0000041477;28/10/2022;826.46;
SIXTELEKURS;MA0000036659;28/10/2022;1459.82;
SIXTELEKURS;MA0000040388;05/12/2022;167.76;
SIXTELEKURS;MA0000040180;19/12/2022;189.27;
SIXTELEKURS;MA0000040180;16/08/2022;189.64;
SIXTELEKURS;MA0000040271;16/08/2022;191701.86;
SIXTELEKURS;MA0000040339;16/08/2022;221.03;
SIXTELEKURS;MA0000040388;16/08/2022;173.86;
SDG;MA0000040180;07/10/2022;189.41;189.41
SDG;MA0000030520;07/10/2022;552.7;552.7
SDG;MA0000036659;07/10/2022;1458.48;1458.48
SDG;MA0000036659;13/12/2022;1462.99;1462.99
SDG;MA0000040339;13/12/2022;222.01;222.01
SDG;MA0000040180;13/12/2022;189.13;189.13
SDG;MA0000040339;04/01/2023;222.25;222.25
SDG;MA0000040180;04/01/2023;188.24;188.24
SDG;MA0000036659;04/01/2023;1464.61;1464.61
SIXTELEKURS;MA0000040339;28/10/2022;221.58;
SIXTELEKURS;MA0000036048;28/10/2022;209.98;
SIXTELEKURS;MA0000030645;28/10/2022;76.26;
SIXTELEKURS;MA0000040263;28/10/2022;2079.81;
SIXTELEKURS;MA0000030553;28/10/2022;5199.73;
SDG;MA0000040156;31/12/2022;819.35;819.35
SDG;MA0000040339;02/01/2023;222.23;222.23
SDG;MA0000036659;02/01/2023;1464.79;1464.79
SDG;MA0000040180;02/01/2023;189.31;189.31
SIXTELEKURS;MA0000036063;27/12/2022;572.38;
SIXTELEKURS;MA0000040388;19/12/2022;168.18;
SDG;MA0000040180;10/11/2022;189.36;189.36
SDG;MA0000036659;10/11/2022;1460.77;1460.77
SDG;MA0000040339;10/11/2022;221.72;221.72
SDG;MA0000040339;20/12/2022;222.07;222.07
SDG;MA0000040180;20/12/2022;189.31;189.31
SDG;MA0000036659;20/12/2022;1463.62;1463.62
SIXTELEKURS;MA0000036063;05/12/2022;583.48;
SIXTELEKURS;MA0000036659;05/12/2022;1462.44;
SIXTELEKURS;MA0000040339;05/12/2022;221.94;
SIXTELEKURS;MA0000036048;05/12/2022;209.73;
SIXTELEKURS;MA0000030553;05/12/2022;5204.13;
SIXTELEKURS;MA0000040271;05/12/2022;192319.98;
SIXTELEKURS;MA0000040271;28/10/2022;192020.86;
SIXTELEKURS;MA0000036659;27/12/2022;1464.15;
SIXTELEKURS;MA0000040339;27/12/2022;222.16;
SIXTELEKURS;MA0000036048;27/12/2022;209.87;
SIXTELEKURS;MA0000030553;27/12/2022;5207.38;
SIXTELEKURS;MA0000040271;27/12/2022;192481.4;
SIXTELEKURS;MA0000040180;27/12/2022;189.24;
SIXTELEKURS;MA0000040156;12/08/2022;931.92;
SIXTELEKURS;MA0000040180;12/08/2022;189.67;
SIXTELEKURS;MA0000040263;12/08/2022;2122.43;
SIXTELEKURS;MA0000040271;12/08/2022;191660.8;
SIXTELEKURS;MA0000040339;12/08/2022;221;
SIXTELEKURS;MA0000040388;12/08/2022;174.06;
SIXTELEKURS;MA0000040180;26/12/2022;189.23;
SIXTELEKURS;MA0000040388;27/12/2022;168.17;
SDG;MA0000040271;30/12/2022;192403.6;192403.6
SDG;MA0000041477;30/12/2022;813.2;813.2
SDG;MA0000036063;30/12/2022;559.7;559.7
SDG;MA0000036659;30/12/2022;1464.41;1464.41
SDG;MA0000040156;30/12/2022;819.39;819.39
SDG;MA0000030520;30/12/2022;536.23;536.23
SDG;MA0000040180;30/12/2022;189.2;189.2
SDG;MA0000040339;30/12/2022;222.19;222.19
SIXTELEKURS;MA0000041139;12/08/2022;1181.48;
SIXTELEKURS;MA0000036063;28/12/2022;572.67;
SIXTELEKURS;MA0000036659;28/12/2022;1464.22;
SIXTELEKURS;MA0000040339;28/12/2022;222.17;
SIXTELEKURS;MA0000036048;28/12/2022;209.87;
SIXTELEKURS;MA0000030553;28/12/2022;5206.11;
SIXTELEKURS;MA0000036063;17/11/2022;563.99;
SIXTELEKURS;MA0000036659;17/11/2022;1461.24;
SIXTELEKURS;MA0000040339;17/11/2022;221.78;
SIXTELEKURS;MA0000036048;17/11/2022;209.45;
SIXTELEKURS;MA0000030553;17/11/2022;5200.26;
SDG;MA0000040180;03/01/2023;189.36;189.36
SDG;MA0000036659;03/01/2023;1464.94;1464.94
SDG;MA0000040339;03/01/2023;222.25;222.25
SIXTELEKURS;MA0000040180;22/12/2022;189.28;
SDG;MA0000030645;30/12/2022;75.52;75.52
SIXTELEKURS;MA0000036063;26/12/2022;576.2;
SIXTELEKURS;MA0000036659;26/12/2022;1464.06;
SIXTELEKURS;MA0000040339;26/12/2022;222.15;
SIXTELEKURS;MA0000036048;26/12/2022;209.86;
SIXTELEKURS;MA0000030553;26/12/2022;5207.12;
SIXTELEKURS;MA0000040271;26/12/2022;192470.48;
SIXTELEKURS;MA0000041477;12/08/2022;923.64;
SIXTELEKURS;MA0000040271;28/12/2022;192423.48;
SDG;MA0000030520;16/12/2022;542.21;542.21
SDG;MA0000040271;16/12/2022;192412.71;192412.71
SDG;MA0000036063;16/12/2022;576.65;576.65
SDG;MA0000041477;16/12/2022;840.16;840.16
SDG;MA0000040180;16/12/2022;189.23;189.23
SDG;MA0000040156;16/12/2022;856.8;856.8
SDG;MA0000030645;16/12/2022;78.01;78.01
SDG;MA0000040339;16/12/2022;222.03;222.03
SDG;MA0000036659;16/12/2022;1463.32;1463.32
SIXTELEKURS;MA0000040180;22/08/2022;189.61;
SIXTELEKURS;MA0000040271;22/08/2022;191722.89;
SIXTELEKURS;MA0000040339;22/08/2022;221.04;
SIXTELEKURS;MA0000040388;22/08/2022;173.87;
SIXTELEKURS;MA0000040271;17/11/2022;192146.19;
SIXTELEKURS;MA0000040180;21/12/2022;189.29;
SDG;MA0000036659;26/12/2022;1464.06;1464.06
SDG;MA0000040339;26/12/2022;222.15;222.15
SDG;MA0000040180;26/12/2022;189.23;189.23
SIXTELEKURS;MA0000036063;19/12/2022;576.69;
SIXTELEKURS;MA0000040388;28/12/2022;168.27;
SIXTELEKURS;MA0000030553;25/08/2022;5193.85;
SIXTELEKURS;MA0000036063;19/10/2022;589.21;
SIXTELEKURS;MA0000036659;19/10/2022;1459.27;
SIXTELEKURS;MA0000040339;19/10/2022;221.5;
SIXTELEKURS;MA0000036048;19/10/2022;210.11;
SIXTELEKURS;MA0000030553;19/10/2022;5199.46;
SIXTELEKURS;MA0000040271;19/10/2022;191997.19;
SIXTELEKURS;MA0000040388;26/12/2022;168.15;
SIXTELEKURS;MA0000040388;21/12/2022;168.18;
SIXTELEKURS;MA0000036659;19/12/2022;1463.58;
SIXTELEKURS;MA0000040339;19/12/2022;222.07;
SIXTELEKURS;MA0000036048;19/12/2022;209.89;
SIXTELEKURS;MA0000030553;19/12/2022;5207.1;
SIXTELEKURS;MA0000040271;19/12/2022;192460.88;
SDG;MA0000036659;22/11/2022;1461.53;1461.53
SDG;MA0000040180;22/11/2022;188.98;188.98
SDG;MA0000040339;22/11/2022;221.83;221.83
SDG;MA0000040180;28/12/2022;189.24;189.24
SDG;MA0000036659;28/12/2022;1464.22;1464.22
SDG;MA0000040339;28/12/2022;222.17;222.17
SIXTELEKURS;MA0000040271;23/12/2022;192419.85;
SIXTELEKURS;MA0000030553;15/12/2022;5205.73;
SIXTELEKURS;MA0000036048;25/08/2022;209.82;
SIXTELEKURS;MA0000036063;25/08/2022;633.47;
SIXTELEKURS;MA0000036659;25/08/2022;1455.98;
SIXTELEKURS;MA0000040388;22/12/2022;168.36;
SIXTELEKURS;MA0000036063;21/12/2022;573.45;
SIXTELEKURS;MA0000041139;23/12/2022;1209.46;
SIXTELEKURS;MA0000036063;15/12/2022;586.14;
SIXTELEKURS;MA0000036659;15/12/2022;1463.26;
SIXTELEKURS;MA0000040339;15/12/2022;222.02;
SIXTELEKURS;MA0000036048;15/12/2022;209.85;
SIXTELEKURS;MA0000040388;30/11/2022;168.12;
SDG;MA0000040180;07/09/2022;189.4;189.4
SDG;MA0000040339;07/09/2022;221.16;221.16
SDG;MA0000040271;07/09/2022;191804.01;191804.01
SDG;MA0000036659;07/09/2022;1456.71;1456.71
SDG;MA0000036063;07/09/2022;631.87;631.87
SDG;MA0000036659;24/10/2022;1459.61;1459.61
SDG;MA0000040180;24/10/2022;189.65;189.65
SDG;MA0000040339;24/10/2022;221.57;221.57
SIXTELEKURS;MA0000041139;28/10/2022;1150.79;
SIXTELEKURS;MA0000030553;29/09/2022;5198.91;
SIXTELEKURS;MA0000040180;25/11/2022;188.95;
SIXTELEKURS;MA0000040180;25/08/2022;189.41;
SIXTELEKURS;MA0000040271;25/08/2022;191678.67;
SIXTELEKURS;MA0000040339;25/08/2022;221.06;
SIXTELEKURS;MA0000040388;25/08/2022;173.83;
SDG;MA0000036659;03/10/2022;1458.21;1458.21
SDG;MA0000040180;03/10/2022;189.4;189.4
SDG;MA0000040339;03/10/2022;221.35;221.35
SIXTELEKURS;MA0000040271;25/11/2022;192185.63;
SIXTELEKURS;MA0000036063;18/10/2022;589.55;
SIXTELEKURS;MA0000036659;18/10/2022;1459.21;
SIXTELEKURS;MA0000040339;18/10/2022;221.49;
SIXTELEKURS;MA0000036048;18/10/2022;210.05;
SIXTELEKURS;MA0000030553;18/10/2022;5198.81;
SIXTELEKURS;MA0000041139;25/11/2022;1196.75;
SIXTELEKURS;MA0000040180;14/10/2022;189.46;
SIXTELEKURS;MA0000036659;05/09/2022;1456.58;
SIXTELEKURS;MA0000040388;21/10/2022;169.43;
SIXTELEKURS;MA0000030520;09/09/2022;567.3;
SIXTELEKURS;MA0000030553;09/09/2022;5196.15;
SIXTELEKURS;MA0000030645;09/09/2022;85.33;
SIXTELEKURS;MA0000036048;09/09/2022;209.85;
SIXTELEKURS;MA0000036063;09/09/2022;631.12;
SIXTELEKURS;MA0000030520;23/09/2022;566.65;
SIXTELEKURS;MA0000030553;23/09/2022;5198.82;
SIXTELEKURS;MA0000030645;23/09/2022;86.13;
SIXTELEKURS;MA0000036063;20/10/2022;577.43;
SIXTELEKURS;MA0000036659;20/10/2022;1459.34;
SIXTELEKURS;MA0000040339;20/10/2022;221.51;
SIXTELEKURS;MA0000036048;20/10/2022;210.14;
SIXTELEKURS;MA0000030553;20/10/2022;5199.27;
SDG;MA0000040180;25/10/2022;189.69;189.69
SDG;MA0000036659;25/10/2022;1459.68;1459.68
SDG;MA0000040339;25/10/2022;221.56;221.56
SDG;MA0000040180;05/01/2023;188.31;188.31
SDG;MA0000036659;05/01/2023;1464.71;1464.71
SDG;MA0000040339;05/01/2023;222.25;222.25
SDG;MA0000040271;06/01/2023;192072.08;192072.08
SDG;MA0000030645;06/01/2023;68.49;68.49
SDG;MA0000040156;06/01/2023;757.68;757.68
SDG;MA0000030520;06/01/2023;505.64;505.64
SDG;MA0000040180;06/01/2023;187.72;187.72
SDG;MA0000041477;06/01/2023;736.29;736.29
SDG;MA0000036063;05/09/2022;627.34;627.34
SDG;MA0000040339;05/09/2022;221.13;221.13
SDG;MA0000040180;05/09/2022;189.52;189.52
SDG;MA0000040271;05/09/2022;191785.91;191785.91
SDG;MA0000036659;05/09/2022;1456.58;1456.58
SDG;MA0000036659;28/10/2022;1459.82;1459.82
SDG;MA0000040339;28/10/2022;221.58;221.58
SIXTELEKURS;MA0000030520;26/08/2022;568.18;
SIXTELEKURS;MA0000030553;26/08/2022;5194.3;
SIXTELEKURS;MA0000030645;26/08/2022;85.72;
SIXTELEKURS;MA0000036659;09/09/2022;1456.79;
SIXTELEKURS;MA0000040388;15/09/2022;172.79;
SDG;MA0000040180;14/11/2022;189.24;189.24
SDG;MA0000040339;14/11/2022;221.75;221.75
SDG;MA0000036659;14/11/2022;1461.03;1461.03
SDG;MA0000040271;25/08/2022;191678.67;191678.67
SDG;MA0000040339;25/08/2022;221.06;221.06
SDG;MA0000040180;25/08/2022;189.41;189.41
SDG;MA0000036063;25/08/2022;633.47;633.47
SDG;MA0000036659;25/08/2022;1455.98;1455.98
SDG;MA0000040271;27/09/2022;191962.72;191962.72
SIXTELEKURS;MA0000040271;20/10/2022;191986.43;
SDG;MA0000036659;06/01/2023;1464.67;1464.67
SDG;MA0000036063;06/01/2023;508.19;508.19
SDG;MA0000040339;06/01/2023;222.26;222.26
SIXTELEKURS;MA0000040180;05/09/2022;189.52;
SIXTELEKURS;MA0000040271;05/09/2022;191785.91;
SIXTELEKURS;MA0000040339;05/09/2022;221.13;
SIXTELEKURS;MA0000040388;05/09/2022;173.88;
SDG;MA0000036063;28/10/2022;565.25;565.25
SDG;MA0000040388;28/10/2022;169.32;169.32
SDG;MA0000040271;28/10/2022;192020.86;192020.86
SDG;MA0000040156;28/10/2022;850.96;850.96
SDG;MA0000040180;28/10/2022;189.52;189.52
SDG;MA0000030645;28/10/2022;76.26;76.26
SDG;MA0000030520;28/10/2022;538.84;538.84
SDG;MA0000041477;28/10/2022;826.46;826.46
SIXTELEKURS;MA0000030553;20/09/2022;5198.32;
SIXTELEKURS;MA0000036048;20/09/2022;209.97;
SIXTELEKURS;MA0000036063;20/09/2022;634.67;
SIXTELEKURS;MA0000036063;07/12/2022;587.6;
SIXTELEKURS;MA0000036659;07/12/2022;1462.56;
SIXTELEKURS;MA0000040339;07/12/2022;221.95;
SIXTELEKURS;MA0000036048;07/12/2022;209.68;
SIXTELEKURS;MA0000030553;07/12/2022;5202.81;
SIXTELEKURS;MA0000030553;05/10/2022;5196.56;
SDG;MA0000036063;14/10/2022;593.76;593.76
SDG;MA0000030645;14/10/2022;80.22;80.22
SDG;MA0000030520;14/10/2022;547.97;547.97
SDG;MA0000040271;14/10/2022;191914.37;191914.37
SDG;MA0000040156;14/10/2022;887.29;887.29
SDG;MA0000041477;14/10/2022;870.8;870.8
SDG;MA0000040339;14/10/2022;221.45;221.45
SDG;MA0000040388;14/10/2022;169.04;169.04
SDG;MA0000040180;14/10/2022;189.46;189.46
SDG;MA0000036659;14/10/2022;1458.94;1458.94
SDG;MA0000040180;19/12/2022;189.27;189.27
SDG;MA0000040339;19/12/2022;222.07;222.07
SDG;MA0000036659;19/12/2022;1463.58;1463.58
SIXTELEKURS;MA0000036063;30/12/2022;559.7;
SIXTELEKURS;MA0000040156;30/12/2022;819.39;
SIXTELEKURS;MA0000030520;30/12/2022;536.23;
SIXTELEKURS;MA0000041477;30/12/2022;813.2;
SIXTELEKURS;MA0000036659;30/12/2022;1464.41;
SIXTELEKURS;MA0000040339;30/12/2022;222.19;
SIXTELEKURS;MA0000036048;30/12/2022;209.82;
SIXTELEKURS;MA0000030645;30/12/2022;75.52;
SIXTELEKURS;MA0000040263;30/12/2022;2067.75;
SIXTELEKURS;MA0000040388;14/10/2022;169.04;
SIXTELEKURS;MA0000040180;23/11/2022;188.98;
SIXTELEKURS;MA0000036048;26/08/2022;209.83;
SIXTELEKURS;MA0000036063;26/08/2022;633.18;
SIXTELEKURS;MA0000036659;20/09/2022;1457.51;
SIXTELEKURS;MA0000040271;07/12/2022;192272.21;
SIXTELEKURS;MA0000036048;05/10/2022;209.9;
SIXTELEKURS;MA0000036063;05/10/2022;607.94;
SIXTELEKURS;MA0000036659;05/10/2022;1458.34;
SDG;MA0000040339;02/11/2022;221.63;221.63
SDG;MA0000040180;02/11/2022;189.21;189.21
SDG;MA0000036659;02/11/2022;1460.19;1460.19
SIXTELEKURS;MA0000036063;03/11/2022;564.35;
SIXTELEKURS;MA0000036659;03/11/2022;1460.3;
SIXTELEKURS;MA0000040339;03/11/2022;221.65;
SIXTELEKURS;MA0000036048;03/11/2022;209.86;
SIXTELEKURS;MA0000030553;03/11/2022;5200.89;
SDG;MA0000040180;29/08/2022;189.47;189.47
SDG;MA0000036659;29/08/2022;1456.22;1456.22
SDG;MA0000040339;29/08/2022;221.1;221.1
SDG;MA0000036063;29/08/2022;631.37;631.37
SDG;MA0000040271;29/08/2022;191731.12;191731.12
SIXTELEKURS;MA0000030553;30/12/2022;5205.68;
SIXTELEKURS;MA0000030553;21/09/2022;5198.81;
SIXTELEKURS;MA0000040388;23/11/2022;168.17;
SDG;MA0000036063;09/08/2022;625.83;625.83
SDG;MA0000040339;09/08/2022;220.98;220.98
SDG;MA0000040180;09/08/2022;189.62;189.62
SDG;MA0000036659;09/08/2022;1455.14;1455.14
SIXTELEKURS;MA0000036659;26/08/2022;1456.04;
SIXTELEKURS;MA0000040271;03/11/2022;192122.23;
SIXTELEKURS;MA0000040271;30/12/2022;192403.6;
SIXTELEKURS;MA0000030553;14/09/2022;5197;
SIXTELEKURS;MA0000036063;24/11/2022;563.91;
SIXTELEKURS;MA0000040156;09/09/2022;937.81;
SIXTELEKURS;MA0000040180;09/09/2022;189.4;
SIXTELEKURS;MA0000040180;20/09/2022;189.54;
SIXTELEKURS;MA0000040271;20/09/2022;191902.38;
SIXTELEKURS;MA0000040339;20/09/2022;221.26;
SIXTELEKURS;MA0000040388;20/09/2022;172.46;
SDG;MA0000040180;22/09/2022;189.55;189.55
SDG;MA0000040271;22/09/2022;191930.09;191930.09
SDG;MA0000036063;22/09/2022;637.89;637.89
SDG;MA0000040339;22/09/2022;221.27;221.27
SDG;MA0000036659;22/09/2022;1457.63;1457.63
SIXTELEKURS;MA0000040180;05/10/2022;189.4;
SIXTELEKURS;MA0000040271;05/10/2022;191854.87;
SIXTELEKURS;MA0000040180;20/10/2022;189.65;
SDG;MA0000036659;16/08/2022;1455.54;1455.54
SDG;MA0000036063;16/08/2022;636.55;636.55
SDG;MA0000040339;16/08/2022;221.03;221.03
SDG;MA0000040271;16/08/2022;191701.86;191701.86
SDG;MA0000040180;16/08/2022;189.64;189.64
SDG;MA0000040180;03/11/2022;189.33;189.33
SDG;MA0000040339;03/11/2022;221.65;221.65
SDG;MA0000036659;03/11/2022;1460.3;1460.3
SIXTELEKURS;MA0000040180;31/10/2022;189.38;
SIXTELEKURS;MA0000036048;21/09/2022;209.99;
SIXTELEKURS;MA0000036063;21/09/2022;636.55;
SIXTELEKURS;MA0000036048;14/09/2022;209.92;
SIXTELEKURS;MA0000036063;14/09/2022;632.22;
SIXTELEKURS;MA0000036659;14/09/2022;1457.12;
SIXTELEKURS;MA0000036659;24/11/2022;1461.71;
SIXTELEKURS;MA0000040339;24/11/2022;221.85;
SIXTELEKURS;MA0000036048;24/11/2022;209.55;
SIXTELEKURS;MA0000030553;24/11/2022;5201.45;
SIXTELEKURS;MA0000040271;24/11/2022;192193.6;
SIXTELEKURS;MA0000040263;09/09/2022;2114.42;
SIXTELEKURS;MA0000040271;09/09/2022;191799.5;
SIXTELEKURS;MA0000040339;09/09/2022;221.16;
SIXTELEKURS;MA0000040388;09/09/2022;173.82;
SIXTELEKURS;MA0000036048;23/09/2022;209.98;
SIXTELEKURS;MA0000036063;23/09/2022;638.23;
SIXTELEKURS;MA0000040339;05/10/2022;221.37;
SIXTELEKURS;MA0000040388;05/10/2022;168.97;
SIXTELEKURS;MA0000040388;20/10/2022;169.54;
SIXTELEKURS;MA0000040388;31/10/2022;169.31;
SIXTELEKURS;MA0000036659;21/09/2022;1457.57;
SDG;MA0000041477;12/08/2022;923.64;923.64
SDG;MA0000040271;12/08/2022;191660.8;191660.8
SDG;MA0000040156;12/08/2022;931.92;931.92
SDG;MA0000040180;12/08/2022;189.67;189.67
SDG;MA0000036659;12/08/2022;1455.31;1455.31
SDG;MA0000030520;12/08/2022;569.59;569.59
SDG;MA0000040388;12/08/2022;174.06;174.06
SDG;MA0000040339;12/08/2022;221;221
SDG;MA0000030645;12/08/2022;85.79;85.79
SDG;MA0000036063;12/08/2022;633.71;633.71
SDG;MA0000040388;19/08/2022;173.92;173.92
SIXTELEKURS;MA0000041139;09/09/2022;1178.56;
SIXTELEKURS;MA0000041477;09/09/2022;922.96;
SIXTELEKURS;MA0000040180;07/12/2022;189.04;
SIXTELEKURS;MA0000036659;23/09/2022;1457.66;
SDG;MA0000041477;04/11/2022;816.63;816.63
SDG;MA0000030520;04/11/2022;536.71;536.71
SDG;MA0000036063;04/11/2022;559.05;559.05
SDG;MA0000040156;04/11/2022;843.07;843.07
SDG;MA0000030645;04/11/2022;75.57;75.57
SDG;MA0000040339;04/11/2022;221.65;221.65
SDG;MA0000040388;04/11/2022;169.42;169.42
SDG;MA0000040180;04/11/2022;189.41;189.41
SDG;MA0000040271;04/11/2022;192121.18;192121.18
SDG;MA0000036659;04/11/2022;1460.37;1460.37
SIXTELEKURS;MA0000040180;02/01/2023;189.31;
SIXTELEKURS;MA0000040180;14/09/2022;189.51;
SIXTELEKURS;MA0000040271;14/09/2022;191839.58;
SIXTELEKURS;MA0000040339;14/09/2022;221.21;
SIXTELEKURS;MA0000040388;14/09/2022;172.8;
SIXTELEKURS;MA0000041139;21/10/2022;1159.9;
SDG;MA0000040271;19/08/2022;191693.65;191693.65
SDG;MA0000040156;19/08/2022;934.14;934.14
SDG;MA0000030520;19/08/2022;569.37;569.37
SDG;MA0000036659;19/08/2022;1455.64;1455.64
SDG;MA0000041477;19/08/2022;924.98;924.98
SDG;MA0000040339;19/08/2022;221.02;221.02
SDG;MA0000040180;19/08/2022;189.72;189.72
SDG;MA0000030645;19/08/2022;86.02;86.02
SDG;MA0000036063;19/08/2022;635.06;635.06
SIXTELEKURS;MA0000040388;07/12/2022;167.28;
SIXTELEKURS;MA0000040180;03/11/2022;189.33;
SIXTELEKURS;MA0000030553;13/09/2022;5196.79;
SIXTELEKURS;MA0000036048;13/09/2022;209.85;
SIXTELEKURS;MA0000036063;13/09/2022;633.35;
SIXTELEKURS;MA0000036063;07/11/2022;560.47;
SIXTELEKURS;MA0000036659;07/11/2022;1460.56;
SIXTELEKURS;MA0000040339;07/11/2022;221.68;
SIXTELEKURS;MA0000036048;07/11/2022;209.9;
SIXTELEKURS;MA0000030553;07/11/2022;5201.44;
SIXTELEKURS;MA0000030553;19/09/2022;5198.11;
SIXTELEKURS;MA0000036048;19/09/2022;209.96;
SIXTELEKURS;MA0000036063;19/09/2022;633.34;
SIXTELEKURS;MA0000036659;13/09/2022;1457.08;
SIXTELEKURS;MA0000040271;07/11/2022;192140.97;
SIXTELEKURS;MA0000040388;02/01/2023;168.05;
SIXTELEKURS;MA0000036659;19/09/2022;1457.44;
SDG;MA0000030645;26/08/2022;85.72;85.72
SDG;MA0000040388;26/08/2022;173.87;173.87
SDG;MA0000041477;26/08/2022;923.84;923.84
SDG;MA0000040156;26/08/2022;937.22;937.22
SDG;MA0000036063;26/08/2022;633.18;633.18
SDG;MA0000040271;26/08/2022;191697.52;191697.52
SDG;MA0000040180;26/08/2022;189.44;189.44
SDG;MA0000030520;26/08/2022;568.18;568.18
SDG;MA0000036659;26/08/2022;1456.04;1456.04
SDG;MA0000040339;26/08/2022;221.07;221.07
SIXTELEKURS;MA0000036063;15/09/2022;630.56;
SIXTELEKURS;MA0000036659;15/09/2022;1457.18;
SIXTELEKURS;MA0000040339;15/09/2022;221.22;
SIXTELEKURS;MA0000036048;15/09/2022;209.88;
SIXTELEKURS;MA0000030553;15/09/2022;5197.18;
SDG;MA0000040339;04/10/2022;221.36;221.36
SDG;MA0000040180;04/10/2022;189.37;189.37
SDG;MA0000036659;04/10/2022;1458.27;1458.27
SIXTELEKURS;MA0000041139;14/10/2022;1163.61;
SIXTELEKURS;MA0000040388;03/11/2022;169.33;
SIXTELEKURS;MA0000040180;24/11/2022;188.91;
SIXTELEKURS;MA0000040156;26/08/2022;937.22;
SIXTELEKURS;MA0000040180;26/08/2022;189.44;
SIXTELEKURS;MA0000040271;15/09/2022;191848.69;
SIXTELEKURS;MA0000040156;23/09/2022;944.41;
SIXTELEKURS;MA0000040180;23/09/2022;189.54;
SIXTELEKURS;MA0000040263;23/09/2022;2098.73;
SIXTELEKURS;MA0000040271;23/09/2022;191926.15;
SIXTELEKURS;MA0000040339;23/09/2022;221.28;
SDG;MA0000036659;17/10/2022;1459.15;1459.15
SDG;MA0000040339;17/10/2022;221.48;221.48
SDG;MA0000040180;17/10/2022;189.5;189.5
SIXTELEKURS;MA0000040180;13/09/2022;189.41;
SIXTELEKURS;MA0000040271;13/09/2022;191831.53;
SIXTELEKURS;MA0000040339;13/09/2022;221.21;
SIXTELEKURS;MA0000040388;13/09/2022;173.77;
SIXTELEKURS;MA0000036063;02/01/2023;557.67;
SIXTELEKURS;MA0000036659;02/01/2023;1464.79;
SIXTELEKURS;MA0000040339;02/01/2023;222.23;
SIXTELEKURS;MA0000036048;02/01/2023;209.94;
SIXTELEKURS;MA0000030553;02/01/2023;5208.88;
SIXTELEKURS;MA0000040180;19/09/2022;189.54;
SIXTELEKURS;MA0000040271;19/09/2022;191892.87;
SIXTELEKURS;MA0000040339;19/09/2022;221.25;
SIXTELEKURS;MA0000040388;19/09/2022;172.54;
SIXTELEKURS;MA0000040388;24/11/2022;168.18;
SIXTELEKURS;MA0000040263;26/08/2022;2116.13;
SIXTELEKURS;MA0000040271;26/08/2022;191697.52;
SIXTELEKURS;MA0000040339;26/08/2022;221.07;
