PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_
SIXTELEKURS;MA0000040271;20/03/2018;174762.45;
SIXTELEKURS;MA0000040339;20/03/2018;209.38;
SIXTELEKURS;MA0000040339;14/03/2018;209.33;
SIXTELEKURS;MA0000036048;14/03/2018;192.19;
SIXTELEKURS;MA0000030553;14/03/2018;4839.48;
SIXTELEKURS;MA0000040271;14/03/2018;174700.49;
SIXTELEKURS;MA0000041139;16/03/2018;779.78;
SIXTELEKURS;MA0000040180;26/03/2018;172.08;
SIXTELEKURS;MA0000040180;14/03/2018;171.96;
SIXTELEKURS;MA0000030553;19/03/2018;4840.59;
SIXTELEKURS;MA0000036659;21/03/2018;1355;
SIXTELEKURS;MA0000040339;21/03/2018;209.39;
SIXTELEKURS;MA0000036048;21/03/2018;192.26;
SIXTELEKURS;MA0000030553;21/03/2018;4841.22;
SIXTELEKURS;MA0000040271;21/03/2018;174774.34;
SIXTELEKURS;MA0000036659;14/03/2018;1354.49;
SIXTELEKURS;MA0000036048;19/03/2018;192.24;
SIXTELEKURS;MA0000030553;27/03/2018;4842.48;
SIXTELEKURS;MA0000036659;19/03/2018;1354.85;
SIXTELEKURS;MA0000040180;15/03/2018;171.97;
SIXTELEKURS;MA0000040271;15/03/2018;174712.24;
SIXTELEKURS;MA0000040339;15/03/2018;209.34;
SIXTELEKURS;MA0000036659;28/03/2018;1355.51;
SIXTELEKURS;MA0000040156;23/03/2018;856.71;
SIXTELEKURS;MA0000040180;23/03/2018;172.05;
SIXTELEKURS;MA0000040263;23/03/2018;1915;
SIXTELEKURS;MA0000040271;23/03/2018;174793.59;
SIXTELEKURS;MA0000040339;23/03/2018;209.41;
SIXTELEKURS;MA0000040388;23/03/2018;152.83;
SIXTELEKURS;MA0000030520;23/03/2018;498.73;
SIXTELEKURS;MA0000030553;23/03/2018;4841.66;
SIXTELEKURS;MA0000030645;23/03/2018;8626.04;
SIXTELEKURS;MA0000040180;28/03/2018;172.11;
SIXTELEKURS;MA0000040271;28/03/2018;174842.63;
SIXTELEKURS;MA0000040339;28/03/2018;209.45;
SIXTELEKURS;MA0000040180;27/03/2018;172.09;
SIXTELEKURS;MA0000040271;27/03/2018;174831.01;
SIXTELEKURS;MA0000040339;27/03/2018;209.44;
SIXTELEKURS;MA0000030553;13/03/2018;4839.25;
SIXTELEKURS;MA0000036048;23/03/2018;192.28;
SIXTELEKURS;MA0000036063;23/03/2018;623.14;
SIXTELEKURS;MA0000036048;13/03/2018;192.18;
SIXTELEKURS;MA0000036659;13/03/2018;1354.41;
SIXTELEKURS;MA0000036659;23/03/2018;1355.14;
SIXTELEKURS;MA0000030553;29/03/2018;4842.92;
SIXTELEKURS;MA0000036048;29/03/2018;192.35;
SIXTELEKURS;MA0000036659;29/03/2018;1355.58;
SIXTELEKURS;MA0000040180;13/03/2018;171.96;
SIXTELEKURS;MA0000040271;13/03/2018;174689.75;
SIXTELEKURS;MA0000040339;13/03/2018;209.32;
SIXTELEKURS;MA0000030553;15/03/2018;4839.76;
SIXTELEKURS;MA0000036048;15/03/2018;192.2;
SIXTELEKURS;MA0000036659;15/03/2018;1354.56;
SIXTELEKURS;MA0000030553;28/03/2018;4842.76;
SIXTELEKURS;MA0000036048;28/03/2018;192.33;
SIXTELEKURS;MA0000036659;05/04/2018;1356.1;
SIXTELEKURS;MA0000030520;13/04/2018;500.67;
SIXTELEKURS;MA0000030553;13/04/2018;4846.26;
SIXTELEKURS;MA0000030645;13/04/2018;8602.95;
SIXTELEKURS;MA0000040156;13/04/2018;860.02;
SIXTELEKURS;MA0000040180;13/04/2018;172.26;
SIXTELEKURS;MA0000040180;05/04/2018;172.19;
SIXTELEKURS;MA0000040271;05/04/2018;174929.96;
SIXTELEKURS;MA0000040339;05/04/2018;209.52;
SIXTELEKURS;MA0000040263;13/04/2018;1916.39;
SIXTELEKURS;MA0000040271;13/04/2018;175009.07;
SIXTELEKURS;MA0000040339;13/04/2018;209.58;
SIXTELEKURS;MA0000040388;13/04/2018;152.98;
SIXTELEKURS;MA0000036048;13/04/2018;192.5;
SIXTELEKURS;MA0000036063;13/04/2018;622.16;
SIXTELEKURS;MA0000041139;13/04/2018;801.63;
SIXTELEKURS;MA0000030553;11/04/2018;4845.92;
SIXTELEKURS;MA0000036048;11/04/2018;192.48;
SIXTELEKURS;MA0000030553;02/04/2018;4843.9;
SIXTELEKURS;MA0000036048;02/04/2018;192.39;
SIXTELEKURS;MA0000036659;11/04/2018;1356.52;
SIXTELEKURS;MA0000036659;02/04/2018;1355.88;
SIXTELEKURS;MA0000040180;11/04/2018;172.26;
SIXTELEKURS;MA0000040271;11/04/2018;174993.9;
SIXTELEKURS;MA0000040339;11/04/2018;209.56;
SIXTELEKURS;MA0000030553;16/04/2018;4846.99;
SIXTELEKURS;MA0000030553;30/03/2018;4843.13;
SIXTELEKURS;MA0000036659;12/04/2018;1356.58;
SIXTELEKURS;MA0000040339;12/04/2018;209.57;
SIXTELEKURS;MA0000036048;12/04/2018;192.49;
SIXTELEKURS;MA0000030553;12/04/2018;4846.13;
SIXTELEKURS;MA0000036659;13/04/2018;1356.65;
SIXTELEKURS;MA0000036048;16/04/2018;192.53;
SIXTELEKURS;MA0000036659;16/04/2018;1356.88;
SIXTELEKURS;MA0000040271;12/04/2018;175004.03;
SIXTELEKURS;MA0000040180;02/04/2018;172.16;
SIXTELEKURS;MA0000040271;02/04/2018;174896.46;
SIXTELEKURS;MA0000040339;02/04/2018;209.49;
SIXTELEKURS;MA0000040180;16/04/2018;172.31;
SIXTELEKURS;MA0000040271;16/04/2018;175040.38;
SIXTELEKURS;MA0000040339;16/04/2018;209.6;
SIXTELEKURS;MA0000040180;12/04/2018;172.26;
SIXTELEKURS;MA0000030553;05/04/2018;4844.51;
SIXTELEKURS;MA0000036048;05/04/2018;192.41;
SIXTELEKURS;MA0000030645;30/03/2018;8628.55;
SIXTELEKURS;MA0000036048;10/04/2018;192.47;
SIXTELEKURS;MA0000040180;03/04/2018;172.16;
SIXTELEKURS;MA0000040156;06/04/2018;857.89;
SIXTELEKURS;MA0000040180;06/04/2018;172.2;
SIXTELEKURS;MA0000040263;06/04/2018;1915.85;
SIXTELEKURS;MA0000036659;10/04/2018;1356.45;
SIXTELEKURS;MA0000040271;06/04/2018;174940.7;
SIXTELEKURS;MA0000040339;06/04/2018;209.53;
SIXTELEKURS;MA0000040388;06/04/2018;152.95;
SIXTELEKURS;MA0000040263;30/03/2018;1915.71;
SIXTELEKURS;MA0000040388;30/03/2018;152.91;
SIXTELEKURS;MA0000040180;04/04/2018;172.18;
SIXTELEKURS;MA0000030520;30/03/2018;500.19;
SIXTELEKURS;MA0000041139;06/04/2018;797.78;
SIXTELEKURS;MA0000036048;30/03/2018;192.35;
SIXTELEKURS;MA0000036063;30/03/2018;623.69;
SIXTELEKURS;MA0000030520;06/04/2018;499.93;
SIXTELEKURS;MA0000030553;06/04/2018;4844.67;
SIXTELEKURS;MA0000030645;06/04/2018;8553.31;
SIXTELEKURS;MA0000036659;30/03/2018;1355.66;
SIXTELEKURS;MA0000040156;30/03/2018;860.32;
SIXTELEKURS;MA0000040180;30/03/2018;172.13;
SIXTELEKURS;MA0000040271;30/03/2018;174864.15;
SIXTELEKURS;MA0000040339;30/03/2018;209.47;
SIXTELEKURS;MA0000041139;30/03/2018;790.05;
SIXTELEKURS;MA0000040180;10/04/2018;172.25;
SIXTELEKURS;MA0000040271;10/04/2018;174983.85;
SIXTELEKURS;MA0000040339;10/04/2018;209.56;
SIXTELEKURS;MA0000036048;06/04/2018;192.42;
SIXTELEKURS;MA0000036063;06/04/2018;618.53;
SIXTELEKURS;MA0000030553;10/04/2018;4845.67;
SIXTELEKURS;MA0000040180;29/03/2018;172.11;
SIXTELEKURS;MA0000040271;29/03/2018;174853.36;
SIXTELEKURS;MA0000040339;29/03/2018;209.46;
SIXTELEKURS;MA0000036659;06/04/2018;1356.16;
SIXTELEKURS;MA0000036659;04/04/2018;1356.03;
SIXTELEKURS;MA0000040339;04/04/2018;209.52;
SIXTELEKURS;MA0000036048;04/04/2018;192.4;
SIXTELEKURS;MA0000030553;04/04/2018;4844.21;
SIXTELEKURS;MA0000040271;04/04/2018;174918.97;
SIXTELEKURS;MA0000036659;03/04/2018;1355.95;
SIXTELEKURS;MA0000040339;03/04/2018;209.51;
SIXTELEKURS;MA0000036048;03/04/2018;192.39;
SIXTELEKURS;MA0000030553;03/04/2018;4843.96;
SIXTELEKURS;MA0000040271;03/04/2018;174907.36;
SIXTELEKURS;MA0000030553;26/04/2018;4849.25;
SIXTELEKURS;MA0000036048;26/04/2018;192.62;
SIXTELEKURS;MA0000040180;30/04/2018;172.43;
SIXTELEKURS;MA0000040271;30/04/2018;175180.65;
SIXTELEKURS;MA0000040339;30/04/2018;209.72;
SIXTELEKURS;MA0000040180;23/04/2018;172.35;
SIXTELEKURS;MA0000030553;24/04/2018;4848.8;
SIXTELEKURS;MA0000036048;24/04/2018;192.6;
SIXTELEKURS;MA0000040180;25/04/2018;172.37;
SIXTELEKURS;MA0000040271;25/04/2018;175126.6;
SIXTELEKURS;MA0000040339;25/04/2018;209.68;
SIXTELEKURS;MA0000036659;24/04/2018;1357.48;
SIXTELEKURS;MA0000040180;24/04/2018;172.37;
SIXTELEKURS;MA0000040271;24/04/2018;175117.25;
SIXTELEKURS;MA0000040339;24/04/2018;209.67;
SIXTELEKURS;MA0000036048;04/05/2018;192.71;
SIXTELEKURS;MA0000036063;04/05/2018;624.42;
SIXTELEKURS;MA0000036659;02/05/2018;1358.08;
SIXTELEKURS;MA0000040339;02/05/2018;209.74;
SIXTELEKURS;MA0000041139;27/04/2018;796.83;
SIXTELEKURS;MA0000036659;04/05/2018;1358.2;
SIXTELEKURS;MA0000036048;02/05/2018;192.69;
SIXTELEKURS;MA0000030553;02/05/2018;4850.74;
SIXTELEKURS;MA0000040271;02/05/2018;175201.92;
SIXTELEKURS;MA0000030553;03/05/2018;4850.95;
SIXTELEKURS;MA0000036048;03/05/2018;192.7;
SIXTELEKURS;MA0000036659;03/05/2018;1358.16;
SIXTELEKURS;MA0000030553;25/04/2018;4849.01;
SIXTELEKURS;MA0000036048;25/04/2018;192.61;
SIXTELEKURS;MA0000040180;03/05/2018;172.46;
SIXTELEKURS;MA0000040271;03/05/2018;175210.37;
SIXTELEKURS;MA0000040339;03/05/2018;209.75;
SIXTELEKURS;MA0000036659;25/04/2018;1357.55;
SIXTELEKURS;MA0000040180;02/05/2018;172.44;
SIXTELEKURS;MA0000036659;23/04/2018;1357.41;
SIXTELEKURS;MA0000040339;23/04/2018;209.66;
SIXTELEKURS;MA0000036048;23/04/2018;192.59;
SIXTELEKURS;MA0000030553;23/04/2018;4848.58;
SIXTELEKURS;MA0000040271;23/04/2018;175106.62;
SIXTELEKURS;MA0000030553;30/04/2018;4850.25;
SIXTELEKURS;MA0000036048;30/04/2018;192.67;
SIXTELEKURS;MA0000030520;04/05/2018;502.16;
SIXTELEKURS;MA0000030553;04/05/2018;4851.14;
SIXTELEKURS;MA0000030645;04/05/2018;8631.36;
SIXTELEKURS;MA0000036659;30/04/2018;1357.93;
SIXTELEKURS;MA0000040263;20/04/2018;1917.76;
SIXTELEKURS;MA0000040271;20/04/2018;175078.95;
SIXTELEKURS;MA0000040339;20/04/2018;209.64;
SIXTELEKURS;MA0000040388;20/04/2018;153.12;
SIXTELEKURS;MA0000030553;19/04/2018;4847.69;
SIXTELEKURS;MA0000036048;19/04/2018;192.56;
SIXTELEKURS;MA0000030520;27/04/2018;501.98;
SIXTELEKURS;MA0000030553;27/04/2018;4849.5;
SIXTELEKURS;MA0000030520;20/04/2018;501.33;
SIXTELEKURS;MA0000030553;20/04/2018;4847.95;
SIXTELEKURS;MA0000036659;19/04/2018;1357.1;
SIXTELEKURS;MA0000030645;27/04/2018;8636.58;
SIXTELEKURS;MA0000030645;20/04/2018;8596.36;
SIXTELEKURS;MA0000040180;19/04/2018;172.33;
SIXTELEKURS;MA0000040271;19/04/2018;175073.08;
SIXTELEKURS;MA0000040339;19/04/2018;209.63;
SIXTELEKURS;MA0000036048;27/04/2018;192.63;
SIXTELEKURS;MA0000036063;27/04/2018;624.75;
SIXTELEKURS;MA0000036048;20/04/2018;192.56;
SIXTELEKURS;MA0000036063;20/04/2018;621.99;
SIXTELEKURS;MA0000030553;17/04/2018;4847.22;
SIXTELEKURS;MA0000036048;17/04/2018;192.54;
SIXTELEKURS;MA0000040156;20/04/2018;856.63;
SIXTELEKURS;MA0000040180;20/04/2018;172.33;
SIXTELEKURS;MA0000041139;20/04/2018;797.2;
SIXTELEKURS;MA0000036659;27/04/2018;1357.7;
SIXTELEKURS;MA0000036659;17/04/2018;1356.95;
SIXTELEKURS;MA0000040180;17/04/2018;172.32;
SIXTELEKURS;MA0000040271;17/04/2018;175050.77;
SIXTELEKURS;MA0000040339;17/04/2018;209.61;
SIXTELEKURS;MA0000036659;26/04/2018;1357.63;
SIXTELEKURS;MA0000036659;20/04/2018;1357.18;
SIXTELEKURS;MA0000040156;27/04/2018;864.15;
SIXTELEKURS;MA0000040180;26/04/2018;172.38;
SIXTELEKURS;MA0000040271;26/04/2018;175137.34;
SIXTELEKURS;MA0000040339;26/04/2018;209.69;
SIXTELEKURS;MA0000040180;27/04/2018;172.38;
SIXTELEKURS;MA0000040263;27/04/2018;1918.97;
SIXTELEKURS;MA0000040271;27/04/2018;175148.21;
SIXTELEKURS;MA0000040339;27/04/2018;209.7;
SIXTELEKURS;MA0000040388;27/04/2018;153.13;
SIXTELEKURS;MA0000036659;18/04/2018;1357.03;
SIXTELEKURS;MA0000040339;18/04/2018;209.62;
SIXTELEKURS;MA0000036048;18/04/2018;192.55;
SIXTELEKURS;MA0000030553;18/04/2018;4847.36;
SIXTELEKURS;MA0000040271;18/04/2018;175054.53;
SIXTELEKURS;MA0000040180;18/04/2018;172.32;
SIXTELEKURS;MA0000040180;18/05/2018;172.59;
SIXTELEKURS;MA0000036659;15/05/2018;1359.03;
SIXTELEKURS;MA0000040339;15/05/2018;209.85;
SIXTELEKURS;MA0000040180;17/05/2018;172.58;
SIXTELEKURS;MA0000040271;17/05/2018;175344.87;
SIXTELEKURS;MA0000040339;17/05/2018;209.87;
SIXTELEKURS;MA0000040271;22/05/2018;175399.15;
SIXTELEKURS;MA0000036048;15/05/2018;192.91;
SIXTELEKURS;MA0000030553;15/05/2018;4854.19;
SIXTELEKURS;MA0000040271;15/05/2018;175321.6;
SIXTELEKURS;MA0000036659;09/05/2018;1358.59;
SIXTELEKURS;MA0000040339;09/05/2018;209.8;
SIXTELEKURS;MA0000036048;09/05/2018;192.76;
SIXTELEKURS;MA0000030553;09/05/2018;4852.39;
SIXTELEKURS;MA0000040271;09/05/2018;175273.12;
SIXTELEKURS;MA0000036659;10/05/2018;1358.66;
SIXTELEKURS;MA0000040339;10/05/2018;209.81;
SIXTELEKURS;MA0000036048;10/05/2018;192.76;
SIXTELEKURS;MA0000030553;10/05/2018;4852.33;
SIXTELEKURS;MA0000040271;10/05/2018;175271.22;
SIXTELEKURS;MA0000040180;15/05/2018;172.56;
SIXTELEKURS;MA0000040180;09/05/2018;172.51;
SIXTELEKURS;MA0000040388;18/05/2018;153.37;
SIXTELEKURS;MA0000040180;10/05/2018;172.52;
SIXTELEKURS;MA0000036063;18/05/2018;604.05;
SIXTELEKURS;MA0000040156;18/05/2018;839.62;
SIXTELEKURS;MA0000030520;18/05/2018;497.67;
SIXTELEKURS;MA0000036659;18/05/2018;1359.27;
SIXTELEKURS;MA0000040339;18/05/2018;209.87;
SIXTELEKURS;MA0000036048;18/05/2018;192.94;
SIXTELEKURS;MA0000030645;18/05/2018;8356.43;
SIXTELEKURS;MA0000040263;18/05/2018;1920.57;
SIXTELEKURS;MA0000030553;18/05/2018;4854.94;
SIXTELEKURS;MA0000036659;21/05/2018;1359.5;
SIXTELEKURS;MA0000040339;21/05/2018;209.9;
SIXTELEKURS;MA0000036048;21/05/2018;192.97;
SIXTELEKURS;MA0000030553;21/05/2018;4855.69;
SIXTELEKURS;MA0000040271;18/05/2018;175357.43;
SIXTELEKURS;MA0000040271;21/05/2018;175389.32;
SIXTELEKURS;MA0000040180;21/05/2018;172.63;
SIXTELEKURS;MA0000041139;18/05/2018;788.88;
SIXTELEKURS;MA0000030553;17/05/2018;4854.68;
SIXTELEKURS;MA0000036048;17/05/2018;192.92;
SIXTELEKURS;MA0000036659;17/05/2018;1359.19;
SIXTELEKURS;MA0000036659;22/05/2018;1359.57;
SIXTELEKURS;MA0000040339;22/05/2018;209.91;
SIXTELEKURS;MA0000036048;22/05/2018;192.98;
SIXTELEKURS;MA0000030553;22/05/2018;4855.88;
SIXTELEKURS;MA0000030645;11/05/2018;8490.4;
SIXTELEKURS;MA0000036659;14/05/2018;1358.96;
SIXTELEKURS;MA0000040339;14/05/2018;209.84;
SIXTELEKURS;MA0000036048;14/05/2018;192.91;
SIXTELEKURS;MA0000030553;14/05/2018;4854.06;
SIXTELEKURS;MA0000040271;14/05/2018;175317.73;
SIXTELEKURS;MA0000036659;08/05/2018;1358.51;
SIXTELEKURS;MA0000036659;16/05/2018;1359.11;
SIXTELEKURS;MA0000040339;16/05/2018;209.86;
SIXTELEKURS;MA0000036048;16/05/2018;192.91;
SIXTELEKURS;MA0000030553;16/05/2018;4854.41;
SIXTELEKURS;MA0000040271;16/05/2018;175333.14;
SIXTELEKURS;MA0000040180;08/05/2018;172.5;
SIXTELEKURS;MA0000040271;08/05/2018;175262.48;
SIXTELEKURS;MA0000040339;08/05/2018;209.79;
SIXTELEKURS;MA0000040156;11/05/2018;850.95;
SIXTELEKURS;MA0000040180;11/05/2018;172.53;
SIXTELEKURS;MA0000040180;16/05/2018;172.56;
SIXTELEKURS;MA0000030553;07/05/2018;4851.88;
SIXTELEKURS;MA0000036048;07/05/2018;192.74;
SIXTELEKURS;MA0000040263;11/05/2018;1919.61;
SIXTELEKURS;MA0000040271;11/05/2018;175285.99;
SIXTELEKURS;MA0000040339;11/05/2018;209.82;
SIXTELEKURS;MA0000040388;11/05/2018;153.29;
SIXTELEKURS;MA0000036659;07/05/2018;1358.43;
SIXTELEKURS;MA0000040180;14/05/2018;172.57;
SIXTELEKURS;MA0000040180;07/05/2018;172.5;
SIXTELEKURS;MA0000040271;07/05/2018;175252;
SIXTELEKURS;MA0000040339;07/05/2018;209.78;
SIXTELEKURS;MA0000030553;08/05/2018;4852.15;
SIXTELEKURS;MA0000041139;11/05/2018;804.4;
SIXTELEKURS;MA0000036048;08/05/2018;192.75;
SIXTELEKURS;MA0000040180;22/05/2018;172.63;
SIXTELEKURS;MA0000036048;11/05/2018;192.77;
SIXTELEKURS;MA0000036063;11/05/2018;614.16;
SIXTELEKURS;MA0000041139;04/05/2018;794.14;
SIXTELEKURS;MA0000030520;11/05/2018;499.28;
SIXTELEKURS;MA0000030553;11/05/2018;4852.7;
SIXTELEKURS;MA0000036659;11/05/2018;1358.74;
SIXTELEKURS;MA0000040156;04/05/2018;861.62;
SIXTELEKURS;MA0000040180;04/05/2018;172.47;
SIXTELEKURS;MA0000040263;04/05/2018;1919.67;
SIXTELEKURS;MA0000040271;04/05/2018;175219.99;
SIXTELEKURS;MA0000040339;04/05/2018;209.75;
SIXTELEKURS;MA0000040388;04/05/2018;153.23;
SIXTELEKURS;MA0000036659;01/06/2018;1360.34;
SIXTELEKURS;MA0000036048;06/06/2018;193.14;
SIXTELEKURS;MA0000036659;05/06/2018;1360.64;
SIXTELEKURS;MA0000040339;05/06/2018;210.03;
SIXTELEKURS;MA0000036048;05/06/2018;193.11;
SIXTELEKURS;MA0000030553;05/06/2018;4859.12;
SIXTELEKURS;MA0000040271;05/06/2018;175545.63;
SIXTELEKURS;MA0000030553;29/05/2018;4857.57;
SIXTELEKURS;MA0000036048;29/05/2018;193.05;
SIXTELEKURS;MA0000036659;29/05/2018;1360.1;
SIXTELEKURS;MA0000040180;29/05/2018;172.71;
SIXTELEKURS;MA0000040271;29/05/2018;175473.98;
SIXTELEKURS;MA0000040339;29/05/2018;209.97;
SIXTELEKURS;MA0000036659;06/06/2018;1360.73;
SIXTELEKURS;MA0000040156;01/06/2018;811.95;
SIXTELEKURS;MA0000040180;01/06/2018;172.72;
SIXTELEKURS;MA0000040263;01/06/2018;1920.51;
SIXTELEKURS;MA0000040271;01/06/2018;175503.42;
SIXTELEKURS;MA0000040339;01/06/2018;210;
SIXTELEKURS;MA0000040388;01/06/2018;153.41;
SIXTELEKURS;MA0000036659;24/05/2018;1359.72;
SIXTELEKURS;MA0000040339;24/05/2018;209.93;
SIXTELEKURS;MA0000036048;24/05/2018;192.98;
SIXTELEKURS;MA0000030553;24/05/2018;4856.21;
SIXTELEKURS;MA0000040271;24/05/2018;175414.39;
SIXTELEKURS;MA0000041139;01/06/2018;797.38;
SIXTELEKURS;MA0000040180;05/06/2018;172.76;
SIXTELEKURS;MA0000040180;24/05/2018;172.64;
SIXTELEKURS;MA0000036048;01/06/2018;193.07;
SIXTELEKURS;MA0000036063;01/06/2018;592.39;
SIXTELEKURS;MA0000030553;06/06/2018;4859.64;
SIXTELEKURS;MA0000030520;01/06/2018;494.39;
SIXTELEKURS;MA0000030553;01/06/2018;4858.14;
SIXTELEKURS;MA0000030645;01/06/2018;8193.41;
SIXTELEKURS;MA0000036659;07/06/2018;1360.81;
SIXTELEKURS;MA0000030553;28/05/2018;4857.24;
SIXTELEKURS;MA0000036048;28/05/2018;193.03;
SIXTELEKURS;MA0000036659;28/05/2018;1360.03;
SIXTELEKURS;MA0000040180;23/05/2018;172.63;
SIXTELEKURS;MA0000030520;08/06/2018;496.04;
SIXTELEKURS;MA0000030553;08/06/2018;4860.21;
SIXTELEKURS;MA0000030645;08/06/2018;8290.87;
SIXTELEKURS;MA0000040180;28/05/2018;172.69;
SIXTELEKURS;MA0000040271;28/05/2018;175460.34;
SIXTELEKURS;MA0000040339;28/05/2018;209.96;
SIXTELEKURS;MA0000030520;25/05/2018;498.67;
SIXTELEKURS;MA0000030553;25/05/2018;4856.48;
SIXTELEKURS;MA0000040156;25/05/2018;832.7;
SIXTELEKURS;MA0000040180;25/05/2018;172.65;
SIXTELEKURS;MA0000040263;25/05/2018;1920.69;
SIXTELEKURS;MA0000040271;25/05/2018;175426.25;
SIXTELEKURS;MA0000040339;25/05/2018;209.94;
SIXTELEKURS;MA0000040388;25/05/2018;153.4;
SIXTELEKURS;MA0000030645;25/05/2018;8362.22;
SIXTELEKURS;MA0000036659;23/05/2018;1359.65;
SIXTELEKURS;MA0000040339;23/05/2018;209.92;
SIXTELEKURS;MA0000036048;23/05/2018;192.98;
SIXTELEKURS;MA0000030553;23/05/2018;4856.06;
SIXTELEKURS;MA0000040271;23/05/2018;175406.86;
SIXTELEKURS;MA0000030553;31/05/2018;4857.96;
SIXTELEKURS;MA0000036048;31/05/2018;193.07;
SIXTELEKURS;MA0000030553;30/05/2018;4857.71;
SIXTELEKURS;MA0000036048;30/05/2018;193.06;
SIXTELEKURS;MA0000036659;30/05/2018;1360.18;
SIXTELEKURS;MA0000041139;25/05/2018;802.71;
SIXTELEKURS;MA0000036048;25/05/2018;193;
SIXTELEKURS;MA0000036063;25/05/2018;604.58;
SIXTELEKURS;MA0000040180;30/05/2018;172.71;
SIXTELEKURS;MA0000040271;30/05/2018;175481.29;
SIXTELEKURS;MA0000040339;30/05/2018;209.98;
SIXTELEKURS;MA0000036659;25/05/2018;1359.8;
SIXTELEKURS;MA0000040180;07/06/2018;172.81;
SIXTELEKURS;MA0000040271;07/06/2018;175586.41;
SIXTELEKURS;MA0000040339;07/06/2018;210.06;
SIXTELEKURS;MA0000036659;04/06/2018;1360.56;
SIXTELEKURS;MA0000040339;04/06/2018;210.02;
SIXTELEKURS;MA0000036048;04/06/2018;193.11;
SIXTELEKURS;MA0000030553;04/06/2018;4858.93;
SIXTELEKURS;MA0000040271;04/06/2018;175538.18;
SIXTELEKURS;MA0000040180;06/06/2018;172.8;
SIXTELEKURS;MA0000036659;31/05/2018;1360.26;
SIXTELEKURS;MA0000040271;06/06/2018;175571.37;
SIXTELEKURS;MA0000040339;06/06/2018;210.04;
SIXTELEKURS;MA0000030553;07/06/2018;4859.97;
SIXTELEKURS;MA0000036048;07/06/2018;193.16;
SIXTELEKURS;MA0000040180;04/06/2018;172.76;
SIXTELEKURS;MA0000040180;31/05/2018;172.72;
SIXTELEKURS;MA0000040271;31/05/2018;175492.37;
SIXTELEKURS;MA0000040339;31/05/2018;209.99;
SIXTELEKURS;MA0000036659;22/06/2018;1361.93;
SIXTELEKURS;MA0000040339;22/06/2018;210.18;
SIXTELEKURS;MA0000036048;22/06/2018;193.34;
SIXTELEKURS;MA0000030645;22/06/2018;8205.59;
SIXTELEKURS;MA0000040263;22/06/2018;1923.5;
SIXTELEKURS;MA0000030553;22/06/2018;4863.51;
SIXTELEKURS;MA0000040180;14/06/2018;172.9;
SIXTELEKURS;MA0000040271;18/06/2018;175705;
SIXTELEKURS;MA0000040339;18/06/2018;210.15;
SIXTELEKURS;MA0000040388;18/06/2018;153.62;
SIXTELEKURS;MA0000036659;25/06/2018;1362.17;
SIXTELEKURS;MA0000040339;25/06/2018;210.21;
SIXTELEKURS;MA0000036048;25/06/2018;193.35;
SIXTELEKURS;MA0000030553;25/06/2018;4864.02;
SIXTELEKURS;MA0000040271;25/06/2018;175776.24;
SIXTELEKURS;MA0000030520;18/06/2018;494.69;
SIXTELEKURS;MA0000030553;18/06/2018;4862.42;
SIXTELEKURS;MA0000030645;18/06/2018;8217.88;
SIXTELEKURS;MA0000041139;18/06/2018;794.02;
SIXTELEKURS;MA0000040271;22/06/2018;175751.11;
SIXTELEKURS;MA0000040180;22/06/2018;173.01;
SIXTELEKURS;MA0000036048;18/06/2018;193.27;
SIXTELEKURS;MA0000036063;18/06/2018;593.84;
SIXTELEKURS;MA0000040388;22/06/2018;153.69;
SIXTELEKURS;MA0000036659;18/06/2018;1361.64;
SIXTELEKURS;MA0000036659;12/06/2018;1361.19;
SIXTELEKURS;MA0000040339;12/06/2018;210.1;
SIXTELEKURS;MA0000036048;12/06/2018;193.21;
SIXTELEKURS;MA0000030553;12/06/2018;4861.08;
SIXTELEKURS;MA0000040271;12/06/2018;175639.66;
SIXTELEKURS;MA0000040180;25/06/2018;173.01;
SIXTELEKURS;MA0000040180;12/06/2018;172.86;
SIXTELEKURS;MA0000041139;22/06/2018;783.08;
SIXTELEKURS;MA0000036063;22/06/2018;592.95;
SIXTELEKURS;MA0000040156;22/06/2018;806.29;
SIXTELEKURS;MA0000030520;22/06/2018;494.55;
SIXTELEKURS;MA0000040156;18/06/2018;814.22;
SIXTELEKURS;MA0000040180;18/06/2018;172.92;
SIXTELEKURS;MA0000040263;18/06/2018;1923.28;
SIXTELEKURS;MA0000036659;14/06/2018;1361.33;
SIXTELEKURS;MA0000040339;14/06/2018;210.11;
SIXTELEKURS;MA0000036048;14/06/2018;193.24;
SIXTELEKURS;MA0000030553;14/06/2018;4861.56;
SIXTELEKURS;MA0000040271;14/06/2018;175662.32;
SIXTELEKURS;MA0000040180;11/06/2018;172.86;
SIXTELEKURS;MA0000040271;11/06/2018;175630.97;
SIXTELEKURS;MA0000040339;11/06/2018;210.09;
SIXTELEKURS;MA0000040156;08/06/2018;820.04;
SIXTELEKURS;MA0000040180;08/06/2018;172.81;
SIXTELEKURS;MA0000030553;20/06/2018;4862.89;
SIXTELEKURS;MA0000040263;08/06/2018;1921.21;
SIXTELEKURS;MA0000040271;08/06/2018;175597.89;
SIXTELEKURS;MA0000040339;08/06/2018;210.07;
SIXTELEKURS;MA0000040388;08/06/2018;153.48;
